"","Age","grade","Sex","YearGroup","category","AvgDeathsPer100k","AvgDeathsPer100k_impute"
"705",31,"Less Strict","Females","2001-2014","NonFirearm",0.306626192009321,4.11687600342869
"706",31,"Less Strict","Females","2015-2021","NonFirearm",3.37101709063527,3.93657645408712
"707",31,"Less Strict","Males","2001-2014","NonFirearm",11.5838666042043,11.7653858457144
"708",31,"Less Strict","Males","2015-2021","NonFirearm",16.4644372076419,16.1375027405712
"709",31,"More Strict","Females","2001-2014","NonFirearm",2.16413400994081,2.65088619574827
"710",31,"More Strict","Females","2015-2021","NonFirearm",3.64464854476295,4.01957662294995
"711",31,"More Strict","Males","2001-2014","NonFirearm",11.5725505339905,11.269112839413
"712",31,"More Strict","Males","2015-2021","NonFirearm",14.6985135843082,14.7255458513889
"713",32,"Less Strict","Females","2001-2014","NonFirearm",0.316641272036649,4.03785639924529
"714",32,"Less Strict","Females","2015-2021","NonFirearm",3.77055300513075,4.11175153272881
"715",32,"Less Strict","Males","2001-2014","NonFirearm",10.9652637644356,11.4955363354934
"716",32,"Less Strict","Males","2015-2021","NonFirearm",14.9199314523713,16.7129809412513
"717",32,"More Strict","Females","2001-2014","NonFirearm",2.16682685029194,2.65438322788702
"718",32,"More Strict","Females","2015-2021","NonFirearm",4.18497420232734,4.2428744187886
"719",32,"More Strict","Males","2001-2014","NonFirearm",11.4139555557893,11.3971547653302
"720",32,"More Strict","Males","2015-2021","NonFirearm",14.1973753812268,15.0556071061081
"721",33,"Less Strict","Females","2001-2014","NonFirearm",0.470254262560981,4.01736711358394
"722",33,"Less Strict","Females","2015-2021","NonFirearm",2.45955301240989,4.27462997431835
"723",33,"Less Strict","Males","2001-2014","NonFirearm",10.9809831601928,11.5987880714865
"724",33,"Less Strict","Males","2015-2021","NonFirearm",16.0643330462508,16.2341830602926
"725",33,"More Strict","Females","2001-2014","NonFirearm",2.22426963152541,2.67259782792134
"726",33,"More Strict","Females","2015-2021","NonFirearm",3.52602829662539,4.27675568907339
"727",33,"More Strict","Males","2001-2014","NonFirearm",10.9942963099196,11.6279735509268
"728",33,"More Strict","Males","2015-2021","NonFirearm",14.9691884205011,14.2222310937894
"729",34,"Less Strict","Females","2001-2014","NonFirearm",0.451972975029246,4.2645741822679
"730",34,"Less Strict","Females","2015-2021","NonFirearm",2.24712215151732,3.89327657801255
"731",34,"Less Strict","Males","2001-2014","NonFirearm",11.6851948952817,12.6524088576804
"732",34,"Less Strict","Males","2015-2021","NonFirearm",15.8149159427691,15.8635310598309
"733",34,"More Strict","Females","2001-2014","NonFirearm",2.8346665715108,3.01601441190887
"734",34,"More Strict","Females","2015-2021","NonFirearm",4.12893033776445,3.98870573043018
"735",34,"More Strict","Males","2001-2014","NonFirearm",11.6370962348267,12.9121103564358
"736",34,"More Strict","Males","2015-2021","NonFirearm",14.0471754814612,14.8865134348217
"737",35,"Less Strict","Females","2001-2014","NonFirearm",0,4.22783413822327
"738",35,"Less Strict","Females","2015-2021","NonFirearm",2.09044665876942,4.13354230132727
"739",35,"Less Strict","Males","2001-2014","NonFirearm",11.3090209726691,13.1789215208622
"740",35,"Less Strict","Males","2015-2021","NonFirearm",15.7149153332844,15.8360843454215
"741",35,"More Strict","Females","2001-2014","NonFirearm",3.11340160607935,2.99921966086053
"742",35,"More Strict","Females","2015-2021","NonFirearm",3.72439280426028,4.19503872678442
"743",35,"More Strict","Males","2001-2014","NonFirearm",12.305019218736,12.6629656441415
"744",35,"More Strict","Males","2015-2021","NonFirearm",14.6356431406273,15.4772051870113
"745",36,"Less Strict","Females","2001-2014","NonFirearm",0.861934893935164,4.20363475472593
"746",36,"Less Strict","Females","2015-2021","NonFirearm",3.50610781224045,4.08561526962658
"747",36,"Less Strict","Males","2001-2014","NonFirearm",11.8408647409076,12.7128819676741
"748",36,"Less Strict","Males","2015-2021","NonFirearm",14.6168487159013,16.254536700211
"749",36,"More Strict","Females","2001-2014","NonFirearm",2.94064922947933,2.92340070049405
"750",36,"More Strict","Females","2015-2021","NonFirearm",4.73105742741936,4.34332745157494
"751",36,"More Strict","Males","2001-2014","NonFirearm",11.9778585515419,13.0725622859766
"752",36,"More Strict","Males","2015-2021","NonFirearm",14.6015054331261,15.1181606172891
"753",37,"Less Strict","Females","2001-2014","NonFirearm",0.440683358870934,4.07472882891869
"754",37,"Less Strict","Females","2015-2021","NonFirearm",3.38529324451713,4.33128025399257
"755",37,"Less Strict","Males","2001-2014","NonFirearm",11.832883547952,12.9983263451282
"756",37,"Less Strict","Males","2015-2021","NonFirearm",14.5192606549567,16.4265064927317
"757",37,"More Strict","Females","2001-2014","NonFirearm",3.37606451534249,3.05530148362982
"758",37,"More Strict","Females","2015-2021","NonFirearm",5.26318186671903,4.28287471039164
"759",37,"More Strict","Males","2001-2014","NonFirearm",12.546214000392,12.6095300717674
"760",37,"More Strict","Males","2015-2021","NonFirearm",13.2713529551867,14.5765481482779
"761",38,"Less Strict","Females","2001-2014","NonFirearm",2.27218300879484,4.11726787661651
"762",38,"Less Strict","Females","2015-2021","NonFirearm",1.0873524598631,4.5155689930725
"763",38,"Less Strict","Males","2001-2014","NonFirearm",11.2474492391904,12.9085610707874
"764",38,"Less Strict","Males","2015-2021","NonFirearm",13.9877605464943,16.401847086221
"765",38,"More Strict","Females","2001-2014","NonFirearm",3.48758584797794,3.26641576983612
"766",38,"More Strict","Females","2015-2021","NonFirearm",5.19699771017131,4.55896771462888
"767",38,"More Strict","Males","2001-2014","NonFirearm",12.2002940438345,12.5733621562416
"768",38,"More Strict","Males","2015-2021","NonFirearm",13.8882581505213,15.1732035499571
"769",39,"Less Strict","Females","2001-2014","NonFirearm",3.05170379674676,4.4203190860681
"770",39,"Less Strict","Females","2015-2021","NonFirearm",3.1390777271182,4.6168762215485
"771",39,"Less Strict","Males","2001-2014","NonFirearm",12.288209987654,13.8617510490084
"772",39,"Less Strict","Males","2015-2021","NonFirearm",13.7424545335577,16.3559522523022
"773",39,"More Strict","Females","2001-2014","NonFirearm",3.85740871544458,4.51131822071805
"774",39,"More Strict","Females","2015-2021","NonFirearm",4.935767227048,4.42533341943424
"775",39,"More Strict","Males","2001-2014","NonFirearm",13.2503838510283,14.8046912122844
"776",39,"More Strict","Males","2015-2021","NonFirearm",15.2011155464322,14.0177999230698
"777",40,"Less Strict","Females","2001-2014","NonFirearm",2.45508917954067,4.41301359181918
"778",40,"Less Strict","Females","2015-2021","NonFirearm",4.02169861081249,4.53076816342481
"779",40,"Less Strict","Males","2001-2014","NonFirearm",12.9830939063673,13.5705075837361
"780",40,"Less Strict","Males","2015-2021","NonFirearm",13.5524875156888,16.131980601532
"781",40,"More Strict","Females","2001-2014","NonFirearm",4.84104056591478,4.5014201337462
"782",40,"More Strict","Females","2015-2021","NonFirearm",4.238656764306,4.62145055047911
"783",40,"More Strict","Males","2001-2014","NonFirearm",13.2020742052919,14.2792112892019
"784",40,"More Strict","Males","2015-2021","NonFirearm",14.290457113445,14.3662980820026
"785",41,"Less Strict","Females","2001-2014","NonFirearm",3.10641654355756,4.38956621502337
"786",41,"Less Strict","Females","2015-2021","NonFirearm",1.47315959871133,4.71342985585533
"787",41,"Less Strict","Males","2001-2014","NonFirearm",13.044730229634,13.0926705239302
"788",41,"Less Strict","Males","2015-2021","NonFirearm",12.541441806274,16.514979162206
"789",41,"More Strict","Females","2001-2014","NonFirearm",4.99754855099487,4.384150544214
"790",41,"More Strict","Females","2015-2021","NonFirearm",4.98234075982802,4.54129280351584
"791",41,"More Strict","Males","2001-2014","NonFirearm",13.4448269835861,13.9842635628997
"792",41,"More Strict","Males","2015-2021","NonFirearm",14.3896589339246,14.7683219494185
"793",42,"Less Strict","Females","2001-2014","NonFirearm",3.755457553941,4.24277423558509
"794",42,"Less Strict","Females","2015-2021","NonFirearm",3.40873537135128,4.67090001596968
"795",42,"Less Strict","Males","2001-2014","NonFirearm",13.1962847638588,13.2812385703627
"796",42,"Less Strict","Males","2015-2021","NonFirearm",13.0731704673692,16.4651919127554
"797",42,"More Strict","Females","2001-2014","NonFirearm",4.19968082425736,4.50813559265224
"798",42,"More Strict","Females","2015-2021","NonFirearm",3.98968002766178,4.8827292886591
"799",42,"More Strict","Males","2001-2014","NonFirearm",14.030958681664,13.7321617103125
"800",42,"More Strict","Males","2015-2021","NonFirearm",13.316448424873,14.1257540748292
"801",43,"Less Strict","Females","2001-2014","NonFirearm",3.82036150807497,4.3110463203748
"802",43,"Less Strict","Females","2015-2021","NonFirearm",2.5748622259381,4.68852016708561
"803",43,"Less Strict","Males","2001-2014","NonFirearm",12.8196800625314,13.4321102769147
"804",43,"Less Strict","Males","2015-2021","NonFirearm",13.5904376789315,16.5972105691246
"805",43,"More Strict","Females","2001-2014","NonFirearm",4.60109871657296,4.54696158764742
"806",43,"More Strict","Females","2015-2021","NonFirearm",5.01901559294812,4.81450501123216
"807",43,"More Strict","Males","2001-2014","NonFirearm",13.6696011828762,13.5568970514148
"808",43,"More Strict","Males","2015-2021","NonFirearm",13.5595216986093,14.1866899614982
"809",44,"Less Strict","Females","2001-2014","NonFirearm",4.54413777825744,4.4733959971726
"810",44,"Less Strict","Females","2015-2021","NonFirearm",3.14036235663088,4.99276434711317
"811",44,"Less Strict","Males","2001-2014","NonFirearm",13.3686701804755,14.0477340828593
"812",44,"Less Strict","Males","2015-2021","NonFirearm",13.6956200189791,15.9356446356603
"813",44,"More Strict","Females","2001-2014","NonFirearm",5.02877854274497,5.0917036684074
"814",44,"More Strict","Females","2015-2021","NonFirearm",5.69061358500732,5.40013544123485
"815",44,"More Strict","Males","2001-2014","NonFirearm",13.2435233005048,14.9808944638415
"816",44,"More Strict","Males","2015-2021","NonFirearm",14.1910668293344,15.923151303964
"817",45,"Less Strict","Females","2001-2014","NonFirearm",4.45496223468069,4.45836098208361
"818",45,"Less Strict","Females","2015-2021","NonFirearm",4.47008618326161,4.89159306187386
"819",45,"Less Strict","Males","2001-2014","NonFirearm",13.9285889303403,13.6999469846589
"820",45,"Less Strict","Males","2015-2021","NonFirearm",13.60331177029,15.8987114805669
"821",45,"More Strict","Females","2001-2014","NonFirearm",5.58287242411463,5.14509558679642
"822",45,"More Strict","Females","2015-2021","NonFirearm",4.9443834122117,5.45984117441582
"823",45,"More Strict","Males","2001-2014","NonFirearm",13.6760753289868,14.996764716646
"824",45,"More Strict","Males","2015-2021","NonFirearm",13.6104027449041,15.8946605037596
"825",46,"Less Strict","Females","2001-2014","NonFirearm",4.52613906061047,4.59061037903252
"826",46,"Less Strict","Females","2015-2021","NonFirearm",4.29337394791697,4.91117784076558
"827",46,"Less Strict","Males","2001-2014","NonFirearm",13.2541556065936,13.6898172855412
"828",46,"Less Strict","Males","2015-2021","NonFirearm",13.4349945472453,15.3434548560745
"829",46,"More Strict","Females","2001-2014","NonFirearm",5.25839520322178,5.26896541857612
"830",46,"More Strict","Females","2015-2021","NonFirearm",6.99882822648632,5.58650765293356
"831",46,"More Strict","Males","2001-2014","NonFirearm",15.0081611490493,15.116456810861
"832",46,"More Strict","Males","2015-2021","NonFirearm",14.5684178148995,15.8769406125752
"833",47,"Less Strict","Females","2001-2014","NonFirearm",4.68486808902101,4.6255471236777
"834",47,"Less Strict","Females","2015-2021","NonFirearm",4.50462863841505,4.97161692682303
"835",47,"Less Strict","Males","2001-2014","NonFirearm",13.8647490620311,13.5626183834285
"836",47,"Less Strict","Males","2015-2021","NonFirearm",13.6865422826011,15.343373471432
"837",47,"More Strict","Females","2001-2014","NonFirearm",5.75369431346987,5.18442331652577
"838",47,"More Strict","Females","2015-2021","NonFirearm",6.36360020681701,5.63027724978513
"839",47,"More Strict","Males","2001-2014","NonFirearm",13.6081571246382,15.2140842278056
"840",47,"More Strict","Males","2015-2021","NonFirearm",15.0280297683191,15.3326648387443
"841",48,"Less Strict","Females","2001-2014","NonFirearm",5.07258600434502,4.58859537875403
"842",48,"Less Strict","Females","2015-2021","NonFirearm",6.01750897817272,4.92226822698754
"843",48,"Less Strict","Males","2001-2014","NonFirearm",13.5063225203641,13.6234926701915
"844",48,"Less Strict","Males","2015-2021","NonFirearm",13.6698320637008,15.0027793452016
"845",48,"More Strict","Females","2001-2014","NonFirearm",5.62515077875388,5.40715059036491
"846",48,"More Strict","Females","2015-2021","NonFirearm",5.18961818892785,5.70230507673872
"847",48,"More Strict","Males","2001-2014","NonFirearm",14.190477528458,14.73495481624
"848",48,"More Strict","Males","2015-2021","NonFirearm",15.7257661895046,14.6212214957443
"849",49,"Less Strict","Females","2001-2014","NonFirearm",5.7629028147316,4.4925456391704
"850",49,"Less Strict","Females","2015-2021","NonFirearm",4.3204009332066,5.24199381335141
"851",49,"Less Strict","Males","2001-2014","NonFirearm",13.2920363134454,12.7880531983013
"852",49,"Less Strict","Males","2015-2021","NonFirearm",14.5989690190092,15.0969193739051
"853",49,"More Strict","Females","2001-2014","NonFirearm",6.76756505687067,5.05505902776846
"854",49,"More Strict","Females","2015-2021","NonFirearm",5.93847987550251,6.70856338884618
"855",49,"More Strict","Males","2001-2014","NonFirearm",15.6412382241332,14.3751831531981
"856",49,"More Strict","Males","2015-2021","NonFirearm",15.2891056151199,16.2722274543262
"857",50,"Less Strict","Females","2001-2014","NonFirearm",4.49179675409155,4.57781599190776
"858",50,"Less Strict","Females","2015-2021","NonFirearm",1.86185563171432,5.20330337272325
"859",50,"Less Strict","Males","2001-2014","NonFirearm",12.3319058992515,13.4311875088499
"860",50,"Less Strict","Males","2015-2021","NonFirearm",12.4074596870355,15.1870970034446
"861",50,"More Strict","Females","2001-2014","NonFirearm",6.97000497593733,4.98491792386627
"862",50,"More Strict","Females","2015-2021","NonFirearm",6.67428539933326,6.6482438223397
"863",50,"More Strict","Males","2001-2014","NonFirearm",15.1456864262668,14.8094058788942
"864",50,"More Strict","Males","2015-2021","NonFirearm",14.7872553900768,16.0503162941589
"865",51,"Less Strict","Females","2001-2014","NonFirearm",4.88822683430712,4.58243417206022
"866",51,"Less Strict","Females","2015-2021","NonFirearm",5.18449570530844,5.12444054534577
"867",51,"Less Strict","Males","2001-2014","NonFirearm",13.4818947297086,13.1085334040372
"868",51,"Less Strict","Males","2015-2021","NonFirearm",14.2123302020397,14.8875915829486
"869",51,"More Strict","Females","2001-2014","NonFirearm",5.90004322513937,5.27642275649832
"870",51,"More Strict","Females","2015-2021","NonFirearm",6.09911380946368,6.59471384498232
"871",51,"More Strict","Males","2001-2014","NonFirearm",15.1797702141607,14.459065296267
"872",51,"More Strict","Males","2015-2021","NonFirearm",15.4538705660701,16.3529499010266
"873",52,"Less Strict","Females","2001-2014","NonFirearm",4.34050012150877,4.75168338673053
"874",52,"Less Strict","Females","2015-2021","NonFirearm",7.00506220124106,5.04279525375917
"875",52,"Less Strict","Males","2001-2014","NonFirearm",11.9819373713787,12.9598615549693
"876",52,"Less Strict","Males","2015-2021","NonFirearm",13.8493083405403,13.9746244707857
"877",52,"More Strict","Females","2001-2014","NonFirearm",6.43248562582416,5.1290071184091
"878",52,"More Strict","Females","2015-2021","NonFirearm",7.74442364442942,6.16227654044695
"879",52,"More Strict","Males","2001-2014","NonFirearm",14.8594918128036,14.4956368290535
"880",52,"More Strict","Males","2015-2021","NonFirearm",15.991333272435,16.3630876814022
"881",53,"Less Strict","Females","2001-2014","NonFirearm",4.35828663589683,4.72364082235158
"882",53,"Less Strict","Females","2015-2021","NonFirearm",4.90903098066076,5.02328758916801
"883",53,"Less Strict","Males","2001-2014","NonFirearm",11.8208090396169,12.9293190723059
"884",53,"Less Strict","Males","2015-2021","NonFirearm",13.0410158578753,14.189559730177
"885",53,"More Strict","Females","2001-2014","NonFirearm",6.29870479357288,5.37425577931543
"886",53,"More Strict","Females","2015-2021","NonFirearm",5.74073638498654,6.3129891561343
"887",53,"More Strict","Males","2001-2014","NonFirearm",14.4881012127916,14.0224060269391
"888",53,"More Strict","Males","2015-2021","NonFirearm",16.3280958244627,15.1175877413755
"889",54,"Less Strict","Females","2001-2014","NonFirearm",4.75189039947559,4.15125321722124
"890",54,"Less Strict","Females","2015-2021","NonFirearm",4.00650917979769,5.01292735886839
"891",54,"Less Strict","Males","2001-2014","NonFirearm",10.7792258771206,10.3936251526634
"892",54,"Less Strict","Males","2015-2021","NonFirearm",13.2404880528066,13.9248900295222
"893",54,"More Strict","Females","2001-2014","NonFirearm",5.63425501845554,3.99254946999889
"894",54,"More Strict","Females","2015-2021","NonFirearm",7.75058458984026,6.28839482630176
"895",54,"More Strict","Males","2001-2014","NonFirearm",14.0329290321433,11.9912568803718
"896",54,"More Strict","Males","2015-2021","NonFirearm",15.8526056134141,16.1678795659461
"897",55,"Less Strict","Females","2001-2014","NonFirearm",2.38658118786026,4.46567306661064
"898",55,"Less Strict","Females","2015-2021","NonFirearm",5.29955896512444,4.73435342199233
"899",55,"Less Strict","Males","2001-2014","NonFirearm",12.0458854875771,10.2400887535585
"900",55,"Less Strict","Males","2015-2021","NonFirearm",12.731231844874,13.2835219801125
"901",55,"More Strict","Females","2001-2014","NonFirearm",6.54732220495651,4.19341015674181
"902",55,"More Strict","Females","2015-2021","NonFirearm",6.60925484514173,6.25493743288779
"903",55,"More Strict","Males","2001-2014","NonFirearm",14.4562275455492,12.127382682209
"904",55,"More Strict","Males","2015-2021","NonFirearm",15.3729418326887,15.4927376974915
"905",56,"Less Strict","Females","2001-2014","NonFirearm",2.35095899535686,4.46102701136682
"906",56,"Less Strict","Females","2015-2021","NonFirearm",4.97060243701537,4.76366381934512
"907",56,"Less Strict","Males","2001-2014","NonFirearm",9.68202725747925,10.7243886565797
"908",56,"Less Strict","Males","2015-2021","NonFirearm",12.2450628003716,13.1357587508441
"909",56,"More Strict","Females","2001-2014","NonFirearm",5.98838874753238,4.3106786618349
"910",56,"More Strict","Females","2015-2021","NonFirearm",7.2423439323294,6.11864459784868
"911",56,"More Strict","Males","2001-2014","NonFirearm",13.6999253578793,12.4505376723481
"912",56,"More Strict","Males","2015-2021","NonFirearm",16.5113494186883,15.1888003909465
"913",57,"Less Strict","Females","2001-2014","NonFirearm",1.92250320903549,4.6395842616615
"914",57,"Less Strict","Females","2015-2021","NonFirearm",4.3508005473007,4.75544161434119
"915",57,"Less Strict","Males","2001-2014","NonFirearm",9.42960476226127,10.6833480590828
"916",57,"Less Strict","Males","2015-2021","NonFirearm",12.3888003769735,13.2704734909148
"917",57,"More Strict","Females","2001-2014","NonFirearm",5.42993101921871,4.51650231050189
"918",57,"More Strict","Females","2015-2021","NonFirearm",6.56385494100598,6.0970709671074
"919",57,"More Strict","Males","2001-2014","NonFirearm",12.5293576662009,12.3883400562629
"920",57,"More Strict","Males","2015-2021","NonFirearm",16.1251959341874,15.1167170616517
"921",58,"Less Strict","Females","2001-2014","NonFirearm",1.99176894053351,4.72245995514951
"922",58,"Less Strict","Females","2015-2021","NonFirearm",5.14003496681943,4.57432217928528
"923",58,"Less Strict","Males","2001-2014","NonFirearm",9.12954125303925,10.8262795369542
"924",58,"Less Strict","Males","2015-2021","NonFirearm",11.9871759012722,13.4146210798127
"925",58,"More Strict","Females","2001-2014","NonFirearm",3.98074405534682,4.67627729816547
"926",58,"More Strict","Females","2015-2021","NonFirearm",6.68247655763358,5.9194998157628
"927",58,"More Strict","Males","2001-2014","NonFirearm",12.8992876598734,12.5490628353948
"928",58,"More Strict","Males","2015-2021","NonFirearm",14.9843433458848,14.9224844760942
"929",59,"Less Strict","Females","2001-2014","NonFirearm",1.69151018028896,3.89814677516254
"930",59,"Less Strict","Females","2015-2021","NonFirearm",3.87387314679558,4.11183933358544
"931",59,"Less Strict","Males","2001-2014","NonFirearm",8.07957267770855,7.71175875833245
"932",59,"Less Strict","Males","2015-2021","NonFirearm",11.7900451760024,11.1530243431287
"933",59,"More Strict","Females","2001-2014","NonFirearm",5.03430017116621,3.06170005998664
"934",59,"More Strict","Females","2015-2021","NonFirearm",5.66126899430238,4.47920260763684
"935",59,"More Strict","Males","2001-2014","NonFirearm",12.2008542542337,8.79882010969652
"936",59,"More Strict","Males","2015-2021","NonFirearm",14.8340938199012,12.8911178235082
"937",60,"Less Strict","Females","2001-2014","NonFirearm",1.80099111384665,3.93546675336371
"938",60,"Less Strict","Females","2015-2021","NonFirearm",3.87103476189216,3.91443089488495
"939",60,"Less Strict","Males","2001-2014","NonFirearm",7.26414926455594,7.86041094605295
"940",60,"Less Strict","Males","2015-2021","NonFirearm",10.8124314372727,11.2953569332791
"941",60,"More Strict","Females","2001-2014","NonFirearm",3.42869510650206,3.33783301791187
"942",60,"More Strict","Females","2015-2021","NonFirearm",6.36114040883665,4.590296180161
"943",60,"More Strict","Males","2001-2014","NonFirearm",12.7092412582969,8.60660387323255
"944",60,"More Strict","Males","2015-2021","NonFirearm",14.1652920078091,12.2265985682177
"945",61,"Less Strict","Females","2001-2014","NonFirearm",0.376025181380874,4.17949109471558
"946",61,"Less Strict","Females","2015-2021","NonFirearm",3.70943959641297,3.9099162989002
"947",61,"Less Strict","Males","2001-2014","NonFirearm",6.31112664845141,7.69609013102023
"948",61,"Less Strict","Males","2015-2021","NonFirearm",9.57630137762563,10.4350684204623
"949",61,"More Strict","Females","2001-2014","NonFirearm",3.41498367909791,3.37516984878607
"950",61,"More Strict","Females","2015-2021","NonFirearm",5.65792470150911,4.5705517248765
"951",61,"More Strict","Males","2001-2014","NonFirearm",10.3368521700929,7.99700168753631
"952",61,"More Strict","Males","2015-2021","NonFirearm",13.9677233968417,12.3986708848211
"953",62,"Less Strict","Females","2001-2014","NonFirearm",0.604985251323837,4.09389577396237
"954",62,"Less Strict","Females","2015-2021","NonFirearm",0.67844768455982,4.16645736378498
"955",62,"Less Strict","Males","2001-2014","NonFirearm",3.73510123638581,6.28528321415542
"956",62,"Less Strict","Males","2015-2021","NonFirearm",9.77953543492936,7.3508041983982
"957",62,"More Strict","Females","2001-2014","NonFirearm",2.10205190779858,3.46564614084258
"958",62,"More Strict","Females","2015-2021","NonFirearm",5.61620620344461,4.3312417126157
"959",62,"More Strict","Males","2001-2014","NonFirearm",8.58748485179683,7.1639655295137
"960",62,"More Strict","Males","2015-2021","NonFirearm",13.4149337403951,10.0593335773959
"961",63,"Less Strict","Females","2001-2014","NonFirearm",0.323060878473015,4.21350859281875
"962",63,"Less Strict","Females","2015-2021","NonFirearm",1.3013619682542,4.07093840263103
"963",63,"Less Strict","Males","2001-2014","NonFirearm",2.93452217923371,6.36371892478865
"964",63,"Less Strict","Males","2015-2021","NonFirearm",6.95185635011184,7.21171127823751
"965",63,"More Strict","Females","2001-2014","NonFirearm",2.54277619617862,3.58141373001072
"966",63,"More Strict","Females","2015-2021","NonFirearm",4.77892931317745,4.51234531634211
"967",63,"More Strict","Males","2001-2014","NonFirearm",9.18501700788708,7.21943009220793
"968",63,"More Strict","Males","2015-2021","NonFirearm",10.7891709679495,10.4157389749275
"969",64,"Less Strict","Females","2001-2014","NonFirearm",0.276837606506348,3.38939768545925
"970",64,"Less Strict","Females","2015-2021","NonFirearm",2.66550216359378,3.55818354918078
"971",64,"Less Strict","Males","2001-2014","NonFirearm",1.75478303719281,5.79087775111812
"972",64,"Less Strict","Males","2015-2021","NonFirearm",7.51821404825284,5.15462933442281
"973",64,"More Strict","Females","2001-2014","NonFirearm",1.42146618040374,2.94421953479608
"974",64,"More Strict","Females","2015-2021","NonFirearm",4.16015871467736,2.7441928740716
"975",64,"More Strict","Males","2001-2014","NonFirearm",7.81915090498575,5.62673874524028
"976",64,"More Strict","Males","2015-2021","NonFirearm",11.6073864049826,8.0112369602587
"977",65,"Less Strict","Females","2001-2014","NonFirearm",0.270260190295605,3.53936500118953
"978",65,"Less Strict","Females","2015-2021","NonFirearm",0,3.84524694828868
"979",65,"Less Strict","Males","2001-2014","NonFirearm",0.834237438156936,5.96940451803595
"980",65,"Less Strict","Males","2015-2021","NonFirearm",4.70279457969333,5.37407266242308
"981",65,"More Strict","Females","2001-2014","NonFirearm",1.98318192145277,2.92625935953102
"982",65,"More Strict","Females","2015-2021","NonFirearm",3.75034584557208,2.8974685717653
"983",65,"More Strict","Males","2001-2014","NonFirearm",6.93974500750993,5.3481570551843
"984",65,"More Strict","Males","2015-2021","NonFirearm",10.7417362419891,7.99048382508857
"985",66,"Less Strict","Females","2001-2014","NonFirearm",0,3.76426951647958
"986",66,"Less Strict","Females","2015-2021","NonFirearm",0.538355689450597,3.8834459498047
"987",66,"Less Strict","Males","2001-2014","NonFirearm",1.47998426988147,5.95210900332026
"988",66,"Less Strict","Males","2015-2021","NonFirearm",5.64445879680762,5.27068599187057
"989",66,"More Strict","Females","2001-2014","NonFirearm",1.21470142086938,3.06786410707272
"990",66,"More Strict","Females","2015-2021","NonFirearm",2.69187092541514,3.01732582486676
"991",66,"More Strict","Males","2001-2014","NonFirearm",4.85375738084707,6.00670854501712
"992",66,"More Strict","Males","2015-2021","NonFirearm",10.2182144114586,8.01507038747471
"993",67,"Less Strict","Females","2001-2014","NonFirearm",0.277562743752132,3.58879166911646
"994",67,"Less Strict","Females","2015-2021","NonFirearm",0.587050519432973,4.07044819964942
"995",67,"Less Strict","Males","2001-2014","NonFirearm",0.989180925221219,6.33520953997051
"996",67,"Less Strict","Males","2015-2021","NonFirearm",3.89188480567205,5.59056202243432
"997",67,"More Strict","Females","2001-2014","NonFirearm",1.13830600032965,3.22947999826456
"998",67,"More Strict","Females","2015-2021","NonFirearm",3.29897240375921,3.0781590094571
"999",67,"More Strict","Males","2001-2014","NonFirearm",4.84179211486221,6.01957287271768
"1000",67,"More Strict","Males","2015-2021","NonFirearm",9.62172524274939,8.15809076697
"1001",68,"Less Strict","Females","2001-2014","NonFirearm",0.308622607017461,3.7679862468502
"1002",68,"Less Strict","Females","2015-2021","NonFirearm",0,4.26044259477474
"1003",68,"Less Strict","Males","2001-2014","NonFirearm",1.67336710745945,6.42723149710704
"1004",68,"Less Strict","Males","2015-2021","NonFirearm",3.94640542260023,5.44244045021465
"1005",68,"More Strict","Females","2001-2014","NonFirearm",0.393627640847842,3.59055706169975
"1006",68,"More Strict","Females","2015-2021","NonFirearm",1.71225147059052,3.34356376185486
"1007",68,"More Strict","Males","2001-2014","NonFirearm",4.4924127456519,6.30985437164849
"1008",68,"More Strict","Males","2015-2021","NonFirearm",8.67297921111314,8.5972124354869
"1009",69,"Less Strict","Females","2001-2014","NonFirearm",0,3.3854243653283
"1010",69,"Less Strict","Females","2015-2021","NonFirearm",1.60382351526038,3.89753706226583
"1011",69,"Less Strict","Males","2001-2014","NonFirearm",0.699456242716912,6.81079981812287
"1012",69,"Less Strict","Males","2015-2021","NonFirearm",2.38891869349354,5.39862412208089
"1013",69,"More Strict","Females","2001-2014","NonFirearm",0,3.20637176650515
"1014",69,"More Strict","Females","2015-2021","NonFirearm",0.780735812273635,3.19120897689381
"1015",69,"More Strict","Males","2001-2014","NonFirearm",2.69598592205169,5.95193227730814
"1016",69,"More Strict","Males","2015-2021","NonFirearm",8.11738537686292,5.46389944124439
"1017",70,"Less Strict","Females","2001-2014","NonFirearm",0,3.44307295371788
"1018",70,"Less Strict","Females","2015-2021","NonFirearm",1.057936107712,3.77487805269837
"1019",70,"Less Strict","Males","2001-2014","NonFirearm",0.726473606305791,6.80211798082567
"1020",70,"Less Strict","Males","2015-2021","NonFirearm",3.92526046677138,5.50867760177425
"1021",70,"More Strict","Females","2001-2014","NonFirearm",0,3.38107778725691
"1022",70,"More Strict","Females","2015-2021","NonFirearm",1.16655389978969,3.32553491350454
"1023",70,"More Strict","Males","2001-2014","NonFirearm",0.948723674742495,6.19625896678219
"1024",70,"More Strict","Males","2015-2021","NonFirearm",7.01551758642564,5.63896439509374
"1025",71,"Less Strict","Females","2001-2014","NonFirearm",0,3.44431156026735
"1026",71,"Less Strict","Females","2015-2021","NonFirearm",0,4.1415029757917
