"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2021","50 to 54","Massachusetts","48","464,384","10.34","--","632"
"2021","50 to 54","Michigan","114","648,901","17.57","--","1,487"
"2021","50 to 54","Minnesota","68","345,557","19.68","--","871"
"2021","50 to 54","Mississippi","35","181,934","19.24","--","453"
"2021","50 to 54","Missouri","88","372,440","23.63","--","1,177"
"2021","50 to 54","Montana","23","61,516","37.39","--","300"
"2021","50 to 54","Nebraska","20**","109,454","18.27**","--","260"
"2021","50 to 54","Nevada","61","203,128","30.03","--","818"
"2021","50 to 54","New Hampshire","23","96,648","23.80","--","304"
"2021","50 to 54","New Jersey","74","635,259","11.65","--","947"
"2021","50 to 54","New Mexico","40","119,417","33.50","--","519"
"2021","50 to 54","New York","172","1,295,209","13.28","--","2,253"
"2021","50 to 54","North Carolina","121","696,034","17.38","--","1,577"
"2021","50 to 54","North Dakota","14**","39,713","35.25**","--","181"
"2021","50 to 54","Ohio","138","746,126","18.50","--","1,822"
"2021","50 to 54","Oklahoma","72","228,433","31.52","--","930"
"2021","50 to 54","Oregon","75","261,060","28.73","--","995"
"2021","50 to 54","Pennsylvania","171","834,564","20.49","--","2,204"
"2021","50 to 54","Rhode Island","15**","71,867","20.87**","--","195"
"2021","50 to 54","South Carolina","72","328,232","21.94","--","946"
"2021","50 to 54","South Dakota","16**","48,279","33.14**","--","205"
"2021","50 to 54","Tennessee","102","449,921","22.67","--","1,334"
"2021","50 to 54","Texas","296","1,784,120","16.59","--","3,839"
"2021","50 to 54","Utah","51","166,975","30.54","--","685"
"2021","50 to 54","Vermont","13**","41,641","31.22**","--","170"
"2021","50 to 54","Virginia","99","559,073","17.71","--","1,291"
"2021","50 to 54","Washington","89","475,233","18.73","--","1,149"
"2021","50 to 54","West Virginia","22","116,503","18.88","--","291"
"2021","50 to 54","Wisconsin","73","369,340","19.77","--","952"
"2021","50 to 54","Wyoming","--","32,239","--","--","--"
"2021","55 to 59","Alabama","71","336,754","21.08","--","558"
"2021","55 to 59","Alaska","--","45,140","--","--","--"
"2021","55 to 59","Arizona","111","436,142","25.45","--","890"
"2021","55 to 59","Arkansas","49","192,947","25.40","--","387"
"2021","55 to 59","California","320","2,455,012","13.04","--","2,557"
"2021","55 to 59","Colorado","108","348,881","30.96","--","849"
"2021","55 to 59","Connecticut","53","266,117","19.92","--","426"
"2021","55 to 59","Delaware","10**","70,332","14.22**","--","77"
"2021","55 to 59","District of Columbia","--","34,102","--","--","--"
"2021","55 to 59","Florida","298","1,498,608","19.89","--","2,367"
"2021","55 to 59","Georgia","131","699,859","18.72","--","1,079"
"2021","55 to 59","Hawaii","15**","89,673","16.73**","--","128"
"2021","55 to 59","Idaho","31","111,302","27.85","--","233"
"2021","55 to 59","Illinois","115","829,715","13.86","--","911"
"2021","55 to 59","Indiana","88","436,873","20.14","--","701"
"2021","55 to 59","Iowa","31","201,486","15.39","--","257"
"2021","55 to 59","Kansas","31","179,655","17.26","--","246"
"2021","55 to 59","Kentucky","54","301,495","17.91","--","421"
"2021","55 to 59","Louisiana","59","296,585","19.89","--","460"
"2021","55 to 59","Maine","29","103,693","27.97","--","238"
"2021","55 to 59","Maryland","49","432,398","11.33","--","390"
"2021","55 to 59","Massachusetts","68","492,930","13.80","--","547"
"2021","55 to 59","Michigan","150","689,928","21.74","--","1,191"
"2021","55 to 59","Minnesota","71","375,195","18.92","--","556"
"2021","55 to 59","Mississippi","23","190,369","12.08","--","192"
"2021","55 to 59","Missouri","98","406,336","24.12","--","767"
"2021","55 to 59","Montana","22","69,593","31.61","--","173"
"2021","55 to 59","Nebraska","22","118,258","18.60","--","178"
"2021","55 to 59","Nevada","50","199,596","25.05","--","394"
"2021","55 to 59","New Hampshire","19**","108,652","17.49**","--","160"
"2021","55 to 59","New Jersey","63","658,851","9.56","--","487"
"2021","55 to 59","New Mexico","32","130,882","24.45","--","253"
"2021","55 to 59","New York","153","1,367,335","11.19","--","1,224"
"2021","55 to 59","North Carolina","90","697,268","12.91","--","726"
"2021","55 to 59","North Dakota","--","44,401","--","--","--"
"2021","55 to 59","Ohio","152","782,458","19.43","--","1,203"
"2021","55 to 59","Oklahoma","67","240,699","27.84","--","530"
"2021","55 to 59","Oregon","70","257,319","27.20","--","548"
"2021","55 to 59","Pennsylvania","172","894,652","19.23","--","1,370"
"2021","55 to 59","Rhode Island","--","78,212","--","--","--"
"2021","55 to 59","South Carolina","61","348,059","17.53","--","472"
"2021","55 to 59","South Dakota","13**","55,524","23.41**","--","95"
"2021","55 to 59","Tennessee","96","462,892","20.74","--","775"
"2021","55 to 59","Texas","294","1,709,592","17.20","--","2,278"
"2021","55 to 59","Utah","43","155,496","27.65","--","354"
"2021","55 to 59","Vermont","19**","46,470","40.89**","--","147"
"2021","55 to 59","Virginia","94","577,813","16.27","--","744"
"2021","55 to 59","Washington","77","474,269","16.24","--","622"
"2021","55 to 59","West Virginia","23","121,120","18.99","--","192"
"2021","55 to 59","Wisconsin","78","411,235","18.97","--","630"
"2021","55 to 59","Wyoming","22","35,141","62.61","--","166"
"2021","60 to 64","Alabama","74","335,619","22.05","--","241"
"2021","60 to 64","Alaska","--","45,236","--","--","--"
"2021","60 to 64","Arizona","108","443,743","24.34","--","346"
"2021","60 to 64","Arkansas","34","191,949","17.71","--","96"
"2021","60 to 64","California","284","2,322,720","12.23","--","887"
"2021","60 to 64","Colorado","106","353,338","30.00","--","344"
"2021","60 to 64","Connecticut","31","254,875","12.16","--","97"
"2021","60 to 64","Delaware","--","73,186","--","--","--"
"2021","60 to 64","District of Columbia","--","31,914","--","--","--"
"2021","60 to 64","Florida","306","1,480,962","20.66","--","914"
"2021","60 to 64","Georgia","110","643,278","17.10","--","349"
"2021","60 to 64","Hawaii","18**","91,482","19.68**","--","60"
"2021","60 to 64","Idaho","25","117,316","21.31","--","73"
"2021","60 to 64","Illinois","102","820,867","12.43","--","323"
"2021","60 to 64","Indiana","75","436,953","17.16","--","209"
"2021","60 to 64","Iowa","40","210,704","18.98","--","113"
"2021","60 to 64","Kansas","30","186,398","16.10","--","96"
"2021","60 to 64","Kentucky","49","297,113","16.49","--","157"
"2021","60 to 64","Louisiana","44","298,805","14.73","--","119"
"2021","60 to 64","Maine","19**","109,633","17.33**","--","62"
"2021","60 to 64","Maryland","42","405,447","10.36","--","130"
"2021","60 to 64","Massachusetts","48","472,482","10.16","--","142"
"2021","60 to 64","Michigan","95","704,159","13.49","--","300"
"2021","60 to 64","Minnesota","65","380,920","17.06","--","190"
"2021","60 to 64","Mississippi","26","190,350","13.66","--","82"
"2021","60 to 64","Missouri","92","417,141","22.06","--","277"
"2021","60 to 64","Montana","14**","78,676","17.79**","--","49"
"2021","60 to 64","Nebraska","16**","122,403","13.07**","--","55"
"2021","60 to 64","Nevada","47","192,482","24.42","--","159"
"2021","60 to 64","New Hampshire","18**","110,307","16.32**","--","67"
"2021","60 to 64","New Jersey","67","623,555","10.75","--","214"
"2021","60 to 64","New Mexico","39","138,112","28.24","--","118"
"2021","60 to 64","New York","120","1,320,663","9.09","--","374"
"2021","60 to 64","North Carolina","105","676,803","15.51","--","318"
"2021","60 to 64","North Dakota","--","47,717","--","--","--"
"2021","60 to 64","Ohio","125","807,221","15.49","--","398"
"2021","60 to 64","Oklahoma","49","245,513","19.96","--","150"
"2021","60 to 64","Oregon","83","271,087","30.62","--","254"
"2021","60 to 64","Pennsylvania","168","917,204","18.32","--","548"
"2021","60 to 64","Rhode Island","17**","77,027","22.07**","--","53"
"2021","60 to 64","South Carolina","43","349,399","12.31","--","129"
"2021","60 to 64","South Dakota","--","60,473","--","--","--"
"2021","60 to 64","Tennessee","85","450,992","18.85","--","254"
"2021","60 to 64","Texas","266","1,611,004","16.51","--","807"
"2021","60 to 64","Utah","36","155,492","23.15","--","102"
"2021","60 to 64","Vermont","10**","49,709","20.12**","--","31"
"2021","60 to 64","Virginia","81","548,027","14.78","--","254"
"2021","60 to 64","Washington","94","478,957","19.63","--","255"
"2021","60 to 64","West Virginia","21","127,674","16.45","--","59"
"2021","60 to 64","Wisconsin","69","418,336","16.49","--","196"
"2021","60 to 64","Wyoming","--","40,327","--","--","--"
"2021","65 to 69","Alabama","45","294,377","15.29","--","0"
"2021","65 to 69","Alaska","--","38,297","--","--","--"
"2021","65 to 69","Arizona","87","409,308","21.26","--","0"
"2021","65 to 69","Arkansas","33","170,339","19.37","--","0"
"2021","65 to 69","California","241","1,961,307","12.29","--","0"
"2021","65 to 69","Colorado","77","308,907","24.93","--","0"
"2021","65 to 69","Connecticut","39","209,492","18.62","--","0"
"2021","65 to 69","Delaware","--","67,369","--","--","--"
"2021","65 to 69","District of Columbia","--","27,873","--","--","--"
"2021","65 to 69","Florida","241","1,352,886","17.81","--","0"
"2021","65 to 69","Georgia","74","539,737","13.71","--","0"
"2021","65 to 69","Hawaii","12**","86,471","13.88**","--","0"
"2021","65 to 69","Idaho","15**","107,836","13.91**","--","0"
"2021","65 to 69","Illinois","77","696,825","11.05","--","0"
"2021","65 to 69","Indiana","58","376,938","15.39","--","0"
"2021","65 to 69","Iowa","24","185,617","12.93","--","0"
"2021","65 to 69","Kansas","27","163,343","16.53","--","0"
"2021","65 to 69","Kentucky","59","259,763","22.71","--","0"
"2021","65 to 69","Louisiana","39","260,931","14.95","--","0"
"2021","65 to 69","Maine","19**","99,258","19.14**","--","0"
"2021","65 to 69","Maryland","40","332,170","12.04","--","0"
"2021","65 to 69","Massachusetts","51","398,530","12.80","--","0"
"2021","65 to 69","Michigan","82","617,312","13.28","--","0"
"2021","65 to 69","Minnesota","42","321,627","13.06","--","0"
"2021","65 to 69","Mississippi","37","166,225","22.26","--","0"
"2021","65 to 69","Missouri","60","356,887","16.81","--","0"
"2021","65 to 69","Montana","21","74,417","28.22","--","0"
"2021","65 to 69","Nebraska","--","107,049","--","--","--"
"2021","65 to 69","Nevada","40","172,744","23.16","--","0"
"2021","65 to 69","New Hampshire","11**","92,129","11.94**","--","0"
"2021","65 to 69","New Jersey","34","508,080","6.69","--","0"
"2021","65 to 69","New Mexico","25","127,485","19.61","--","0"
"2021","65 to 69","New York","87","1,114,139","7.81","--","0"
"2021","65 to 69","North Carolina","102","595,852","17.12","--","0"
"2021","65 to 69","North Dakota","--","41,796","--","--","--"
"2021","65 to 69","Ohio","105","701,254","14.97","--","0"
"2021","65 to 69","Oklahoma","45","213,644","21.06","--","0"
"2021","65 to 69","Oregon","56","263,384","21.26","--","0"
"2021","65 to 69","Pennsylvania","108","804,870","13.42","--","0"
"2021","65 to 69","Rhode Island","--","65,626","--","--","--"
"2021","65 to 69","South Carolina","58","320,465","18.10","--","0"
"2021","65 to 69","South Dakota","10**","55,178","18.12**","--","0"
"2021","65 to 69","Tennessee","65","395,614","16.43","--","0"
"2021","65 to 69","Texas","194","1,340,363","14.47","--","0"
"2021","65 to 69","Utah","25","134,996","18.52","--","0"
"2021","65 to 69","Vermont","11**","45,013","24.44**","--","0"
"2021","65 to 69","Virginia","79","464,096","17.02","--","0"
"2021","65 to 69","Washington","80","429,420","18.63","--","0"
"2021","65 to 69","West Virginia","20**","119,704","16.71**","--","0"
"2021","65 to 69","Wisconsin","47","360,367","13.04","--","0"
"2021","65 to 69","Wyoming","10**","37,010","27.02**","--","0"
"2021","70 to 74","Alabama","44","247,567","17.77","--","0"
"2021","70 to 74","Alaska","--","28,129","--","--","--"
"2021","70 to 74","Arizona","87","373,692","23.28","--","0"
"2021","70 to 74","Arkansas","25","145,083","17.23","--","0"
"2021","70 to 74","California","222","1,596,706","13.90","--","0"
"2021","70 to 74","Colorado","54","249,937","21.61","--","0"
"2021","70 to 74","Connecticut","25","169,040","14.79","--","0"
"2021","70 to 74","Delaware","--","57,028","--","--","--"
"2021","70 to 74","District of Columbia","--","22,844","--","--","--"
"2021","70 to 74","Florida","239","1,238,372","19.30","--","0"
"2021","70 to 74","Georgia","78","448,250","17.40","--","0"
"2021","70 to 74","Hawaii","--","76,151","--","--","--"
"2021","70 to 74","Idaho","21","89,510","23.46","--","0"
"2021","70 to 74","Illinois","68","563,021","12.08","--","0"
"2021","70 to 74","Indiana","55","304,590","18.06","--","0"
"2021","70 to 74","Iowa","32","150,487","21.26","--","0"
"2021","70 to 74","Kansas","21","130,835","16.05","--","0"
"2021","70 to 74","Kentucky","42","216,377","19.41","--","0"
"2021","70 to 74","Louisiana","31","210,478","14.73","--","0"
"2021","70 to 74","Maine","15**","83,881","17.88**","--","0"
"2021","70 to 74","Maryland","34","272,316","12.49","--","0"
"2021","70 to 74","Massachusetts","25","328,377","7.61","--","0"
"2021","70 to 74","Michigan","88","500,766","17.57","--","0"
"2021","70 to 74","Minnesota","30","255,560","11.74","--","0"
"2021","70 to 74","Mississippi","28","137,744","20.33","--","0"
"2021","70 to 74","Missouri","49","292,574","16.75","--","0"
"2021","70 to 74","Montana","15**","61,022","24.58**","--","0"
"2021","70 to 74","Nebraska","14**","86,928","16.11**","--","0"
"2021","70 to 74","Nevada","28","149,164","18.77","--","0"
"2021","70 to 74","New Hampshire","16**","74,562","21.46**","--","0"
"2021","70 to 74","New Jersey","36","412,791","8.72","--","0"
"2021","70 to 74","New Mexico","23","111,035","20.71","--","0"
"2021","70 to 74","New York","94","923,578","10.18","--","0"
"2021","70 to 74","North Carolina","71","505,295","14.05","--","0"
"2021","70 to 74","North Dakota","--","31,846","--","--","--"
"2021","70 to 74","Ohio","85","577,038","14.73","--","0"
"2021","70 to 74","Oklahoma","34","174,788","19.45","--","0"
"2021","70 to 74","Oregon","52","226,253","22.98","--","0"
"2021","70 to 74","Pennsylvania","79","660,306","11.96","--","0"
"2021","70 to 74","Rhode Island","--","52,747","--","--","--"
"2021","70 to 74","South Carolina","41","280,431","14.62","--","0"
"2021","70 to 74","South Dakota","--","42,511","--","--","--"
"2021","70 to 74","Tennessee","62","332,654","18.64","--","0"
"2021","70 to 74","Texas","183","1,068,210","17.13","--","0"
"2021","70 to 74","Utah","18**","107,371","16.76**","--","0"
"2021","70 to 74","Vermont","--","37,527","--","--","--"
"2021","70 to 74","Virginia","58","389,202","14.90","--","0"
"2021","70 to 74","Washington","58","353,111","16.43","--","0"
"2021","70 to 74","West Virginia","31","106,363","29.15","--","0"
"2021","70 to 74","Wisconsin","36","288,778","12.47","--","0"
"2021","70 to 74","Wyoming","--","28,976","--","--","--"
"2021","75 to 79","Alabama","32","160,361","19.96","--","0"
"2021","75 to 79","Alaska","--","15,913","--","--","--"
"2021","75 to 79","Arizona","58","256,251","22.63","--","0"
"2021","75 to 79","Arkansas","19**","96,748","19.64**","--","0"
"2021","75 to 79","California","183","1,046,111","17.49","--","0"
"2021","75 to 79","Colorado","46","149,828","30.70","--","0"
"2021","75 to 79","Connecticut","18**","116,528","15.45**","--","0"
"2021","75 to 79","Delaware","--","36,734","--","--","--"
"2021","75 to 79","District of Columbia","--","14,783","--","--","--"
"2021","75 to 79","Florida","188","888,506","21.16","--","0"
"2021","75 to 79","Georgia","54","284,558","18.98","--","0"
"2021","75 to 79","Hawaii","--","50,178","--","--","--"
"2021","75 to 79","Idaho","--","56,494","--","--","--"
"2021","75 to 79","Illinois","54","363,182","14.87","--","0"
"2021","75 to 79","Indiana","32","192,478","16.63","--","0"
"2021","75 to 79","Iowa","18**","94,422","19.06**","--","0"
"2021","75 to 79","Kansas","19**","82,799","22.95**","--","0"
"2021","75 to 79","Kentucky","23","134,958","17.04","--","0"
"2021","75 to 79","Louisiana","16**","132,050","12.12**","--","0"
"2021","75 to 79","Maine","--","52,229","--","--","--"
"2021","75 to 79","Maryland","29","177,482","16.34","--","0"
"2021","75 to 79","Massachusetts","19**","212,323","8.95**","--","0"
"2021","75 to 79","Michigan","61","317,552","19.21","--","0"
"2021","75 to 79","Minnesota","24","161,437","14.87","--","0"
"2021","75 to 79","Mississippi","20**","86,853","23.03**","--","0"
"2021","75 to 79","Missouri","26","191,115","13.60","--","0"
"2021","75 to 79","Montana","12**","37,073","32.37**","--","0"
"2021","75 to 79","Nebraska","--","53,847","--","--","--"
"2021","75 to 79","Nevada","33","97,289","33.92","--","0"
"2021","75 to 79","New Hampshire","--","46,036","--","--","--"
"2021","75 to 79","New Jersey","21","278,064","7.55","--","0"
"2021","75 to 79","New Mexico","24","70,742","33.93","--","0"
"2021","75 to 79","New York","68","607,006","11.20","--","0"
"2021","75 to 79","North Carolina","55","324,228","16.96","--","0"
"2021","75 to 79","North Dakota","--","20,351","--","--","--"
"2021","75 to 79","Ohio","69","357,081","19.32","--","0"
